1.088139627875250517e+04 -2.042979389723812710e+04 -5.255266717133373277e+03 8.470304402935818766e-01 4.392599422178521396e-01 9.221934552907254390e-02 3.489616992388276230e+03 7.574588117372642273e+02 2.678615957943469539e+02 -2.067420882888216030e-02 7.096271994277891793e-02 -1.459258783491737153e-03 3.434706188695509468e+02 -2.690451390539385557e+02 -4.011980837165555869e+01 2.850770629498365627e-03 3.472977869435326173e-03 2.515766180625328939e-04 6.393548684116295844e-01 -4.980938625510688555e-01 -7.704507801531846667e+00 3.907202967942362683e-05 2.218650354274106026e-05 -1.684163836393686944e-06
-2.042979396016120518e+04 3.893974622476674995e+04 7.826428858217643665e+02 -1.600973516225367543e+00 -8.304671375470141781e-01 -1.772859967239882595e-01 -6.762087403542080210e+03 -1.483914968779858100e+03 -1.092278697833986314e+02 3.997669943532875664e-02 -1.372677773659985168e-01 -1.929507389044021618e-03 -6.471731745183193425e+02 5.106839311340451104e+02 3.676440380600001778e-01 -5.376964008416485093e-03 -6.546384681725438831e-03 -6.755648062490070358e-04 -1.133768417751206403e+00 1.508606198231885021e+00 1.812648348742207371e+00 -7.420249837071784139e-05 -4.158034381145079731e-05 -2.469691677376271801e-05
-5.255265776400548020e+03 7.826410900964733628e+02 1.485873162177088670e+05 -2.436198484295642452e-01 -1.279296129043822616e-01 -1.617391019081278886e-02 1.806009838590944810e+03 6.267346195796557140e+02 -6.376969489518144655e+03 -9.791713321354417535e-03 3.251398548679052675e-02 7.672685682686418429e-02 -1.671425901695224070e+02 7.247799291299651259e+01 1.225517591576771565e+03 -1.262254421719712083e-03 -1.626817723029042040e-03 3.026880140518182615e-03 -1.412363254681610503e+00 -9.004692691991674991e+00 2.076970088280624225e+02 -5.730282110352599184e-06 -1.202253209979916643e-05 4.422667393039747801e-04
8.470304386533704655e-01 -1.600973508223388686e+00 -2.436199212093918820e-01 6.618581857888634651e-05 3.442447557007347563e-05 3.748471123675444135e-06 2.761929713290630639e-01 6.023016529862835339e-02 1.552036111091774362e-02 -1.635406307464830031e-06 5.610125683419273653e-06 5.385241330135347838e-08 2.676294306445393262e-02 -2.104597634377305265e-02 -1.579474907158443832e-03 2.223613471313180621e-07 2.710235364917738989e-07 1.593286834224753560e-08 4.743030140261902049e-05 -5.033792226291265525e-05 -3.093395847034749826e-04 3.063207436038802015e-09 1.745854512678175237e-09 -2.948305346368951727e-10
4.392599361375251754e-01 -8.304671235344154301e-01 -1.279296487709215835e-01 3.442447516223157031e-05 1.809485433844988580e-05 -4.752818142631566825e-06 1.429978975629859483e-01 3.114670866561842361e-02 1.161658849490031752e-02 -8.482918983139307761e-07 2.902258388625593096e-06 1.820048806566889299e-07 1.391853598746001404e-02 -1.096452041748657673e-02 -4.972983396869051992e-04 1.158698116163474753e-07 1.415358382338620634e-07 -5.771559161430868039e-09 2.230596877688336452e-05 -2.804439039428762787e-05 -4.763188178455661883e-05 1.600217780891216921e-09 9.430814452024110337e-10 -1.438166790276979338e-09
9.221953990779237220e-02 -1.772863627902014072e-01 -1.617398760067589869e-02 3.748486298116749346e-06 -4.752810226287528807e-06 2.473522427291241802e-04 3.242917235342438614e-02 9.586806959923432209e-03 -1.310347808870012398e-01 -1.120461832167565501e-07 7.619082630692379257e-07 -5.703830652453088238e-06 3.365727122842823802e-03 -2.005559584844927336e-03 -1.239293213255396840e-02 1.779982765153524331e-08 1.151620535244227769e-08 5.201199223719274651e-07 9.097295107464061501e-05 6.982429228122083355e-05 -4.255296578901943301e-03 -7.631005540010248543e-11 -1.183966559400851138e-09 4.717591512502294421e-08
3.489617026215722944e+03 -6.762087446981459834e+03 1.806009525403545922e+03 2.761929744657659613e-01 1.429979008143922592e-01 3.242911206484590247e-02 2.265458587629784233e+03 5.503744938221880147e+02 -2.845617907294426345e+02 -1.245823038562898777e-02 4.559472434072842084e-02 2.246932242096667028e-03 1.480910449841533705e+02 -1.193561054233453405e+02 2.229354907654675699e+01 1.213520346104606830e-03 1.504610931861707348e-03 1.220328788233048455e-04 2.064365767528361373e-01 -3.940925359736480171e-01 2.766126091451493796e+00 1.282886638509848668e-05 7.638611002843403313e-06 1.180298327418811289e-05
7.574588286537798467e+02 -1.483914996523520813e+03 6.267345526388688768e+02 6.023016672935337795e-02 3.114670975630115524e-02 9.586794087959604055e-03 5.503744973879275904e+02 1.562123958011207492e+02 -4.943099381169643607e+02 -2.777896981632868058e-03 1.106632591318528619e-02 3.993294001300850692e-04 4.114492570370264701e+01 -3.347501747854266085e+01 1.086465191741863201e+01 3.390739965867144222e-04 4.230230992283599226e-04 2.880791214337426705e-06 3.677909380890113239e-02 -1.063221627785917306e-01 1.165173192169346006e+00 2.811381511952088585e-06 1.720559650937542491e-06 2.543547481510807510e-06
2.678614680549100626e+02 -1.092276227240552942e+02 -6.376969543828565293e+03 1.552035112496418304e-02 1.161658348959562770e-02 -1.310347882889499327e-01 -2.845618347287588676e+02 -4.943099476468461262e+02 1.706285514990746015e+04 2.798402908502666724e-04 -1.234936383753166894e-03 3.880369423116308315e-03 1.731957492961422673e+01 -3.331508795792126776e+00 -2.030268248454026434e+02 9.606811223599519907e-05 8.874646231528447813e-05 1.131852372573312511e-03 1.470400180128945966e-01 7.004182180247413569e-01 -1.750810388728166345e+01 -1.428187549542293980e-07 -2.868460373899454626e-07 7.108891700969382401e-06
-2.067420883596006106e-02 3.997669932494454792e-02 -9.791711480605775481e-03 -1.635406310934181692e-06 -8.482919097951496092e-07 -1.120458224618216849e-07 -1.245823031559484609e-02 -2.777896945177202315e-03 2.798400297244812897e-04 7.396513297679585695e-08 -2.475018186453601629e-07 -1.058917393739218069e-07 -7.040660992203418402e-04 5.676869875835644863e-04 -7.090746678608860008e-05 -5.758858425931294134e-09 -7.150740440715978541e-09 -2.078442564405718304e-10 -1.361683228394855378e-06 2.269768477920497977e-06 -1.238267904892271731e-05 -7.645463876932115786e-11 -4.525720885423252499e-11 -4.401125582484101535e-11
7.096272073147583126e-02 -1.372677784402235868e-01 3.251397909305991929e-02 5.610125755095220284e-06 2.902258458859741844e-06 7.619070371603956111e-07 4.559472437737348977e-02 1.106632584915491491e-02 -1.234935491544291103e-03 -2.475018202792334609e-07 9.291184957651789566e-07 -1.570636228612906969e-07 3.110043904003565850e-03 -2.519263706810831536e-03 4.709028049678200332e-04 2.546687498651207121e-08 3.169743687315355330e-08 3.947673467781078728e-09 4.341745303203204884e-06 -8.025941168204779469e-06 5.204860916747223689e-05 2.605966861728075135e-10 1.538865810683428595e-10 2.849757485059696131e-10
-1.459263010076036716e-03 -1.929499409724412485e-03 7.672685822313474180e-02 5.385208311603200742e-08 1.820047086467814086e-07 -5.703830662651396263e-06 2.246930884020607866e-03 3.993291021918537998e-04 3.880369357380059839e-03 -1.058917313601530720e-07 -1.570636504847361343e-07 7.183884919412959035e-06 -6.976240460029742036e-04 6.651191853417223699e-04 -2.374140816681866509e-03 -5.244071068286348616e-09 -5.702131179548537559e-09 -3.890965247017654473e-08 1.073072479101232487e-07 1.788065825189962060e-06 -3.583760390196728135e-05 1.708012967209047505e-11 5.240254496990968664e-11 -1.676300886626352067e-09
3.434706325674786171e+02 -6.471731992351772078e+02 -1.671426100633415786e+02 2.676294420223327905e-02 1.391853674183201814e-02 3.365721099868737316e-03 1.480910509477107837e+02 4.114492680769463107e+01 1.731957754451320497e+01 -7.040661395458738163e-04 3.110044020147857951e-03 -6.976238882440536932e-04 9.097271683653808338e+01 -6.804702500877807836e+01 -3.234222476401045299e+01 6.959032238762583467e-04 8.319249798857209031e-04 4.267329856442810026e-05 2.456194414109935317e-02 -7.212084328362294849e-02 -1.857475520492090915e-01 1.437596554773764176e-06 1.014205424008136120e-06 -4.562373758691438531e-06
-2.690451483436431204e+02 5.106839478199146356e+02 7.247800721825791470e+01 -2.104597712412270560e-02 -1.096452095178099967e-02 -2.005554816126686735e-03 -1.193561097940381046e+02 -3.347501827402152230e+01 -3.331510755002391022e+00 5.676870175092450180e-04 -2.519263791399725151e-03 6.651190585095755883e-04 -6.804702488249670012e+01 6.345364047292207488e+01 -8.035168335015208640e+01 -5.145307723019275099e-04 -7.073612455179235838e-04 -3.098887778583109780e-05 -1.896797787238552321e-03 -5.469681226881271258e-02 1.184256957398114540e+00 -6.778102040699937782e-07 -1.970444063489822771e-07 -9.739022872126214912e-06
-4.011978178933751593e+01 3.675931308168715050e-01 1.225517594764012529e+03 -1.579472814946120737e-03 -4.972972471006939163e-04 -1.239293218574134131e-02 2.229355873418976941e+01 1.086465400689816541e+01 -2.030268234388094015e+02 -7.090752404078658525e-05 4.709030003094608996e-04 -2.374140798490749927e-03 -3.234222396929913401e+01 -8.035168392896524381e+01 2.111949622333147090e+03 5.532168547839996316e-06 4.576485154876815761e-06 -7.524953871488561841e-05 2.055372979568011460e-01 7.324879706330928997e-01 -1.928145448849945964e+01 -4.008869932698211424e-06 -8.479959022241849849e-06 2.603715220559298625e-04
2.850770741497905478e-03 -5.376964210280952942e-03 -1.262254588487930242e-03 2.223613564428716623e-07 1.158698178153813931e-07 1.779977745692809086e-08 1.213520393970847532e-03 3.390740053945470863e-04 9.606813517787728997e-05 -5.758858750498671746e-09 2.546687591897067679e-08 -5.244069766284806866e-09 6.959032244075007145e-04 -5.145307737450335612e-04 5.532161878170019144e-06 5.611003364671812533e-09 6.547711361477097851e-09 -3.065171768480659776e-09 4.035830713752969403e-07 -1.276618619570461522e-06 6.040514252126759799e-06 1.346317574898477712e-11 7.958414141822089967e-12 8.594241170775032257e-12
3.472977961946147225e-03 -6.546384845250070167e-03 -1.626817902075821829e-03 2.710235444165125624e-07 1.415358440063029252e-07 1.151614399226859586e-08 1.504610978121657646e-03 4.230231073642523273e-04 8.874648738130376600e-05 -7.150740765093717553e-09 3.169743776127101971e-08 -5.702129567284083135e-09 8.319249783674125291e-04 -7.073612456312937261e-04 4.576477710857409068e-06 6.547711343486194152e-09 8.880026478073778863e-09 -7.884885639646542487e-09 -2.069877881946512407e-07 -6.625728148928762498e-07 1.831914124450935286e-05 1.168182923428953925e-11 6.323349507732374734e-12 2.975843189001429376e-11
2.515771512551311486e-04 -6.755657994356957432e-04 3.026879755587820724e-03 1.593290977117943150e-08 -5.771537531991964719e-09 5.201199216494982525e-07 1.220330266240651643e-04 2.880821102096930332e-06 1.131852399830919056e-03 -2.078451661330703283e-10 3.947676472104101755e-09 -3.890965260344830499e-08 4.267330565644541520e-05 -3.098888227368097495e-05 -7.524954272353754931e-05 -3.065171699736917893e-09 -7.884885568589183461e-09 2.181591778363855265e-07 8.353960304783691798e-06 1.852705941571671850e-05 -6.167402546175910702e-04 1.304635419273992628e-11 2.866154753981337192e-11 -8.612508981375037712e-10
