1.033000436669572508e+02 1.955653383162243699e+02 3.675784453725688081e+02 8.061512244684071460e-03 4.213669666394450654e-03 1.434724909505641008e-02 4.739444171734324840e+01 1.245721981077946872e+01 1.305153558669468623e+02 2.707114717885564410e-04 9.598741831548268004e-04 2.674172880628571201e-03 9.528684273929709292e+00 7.959484220936920984e+00 4.594278639824811705e+01 7.482826348220513878e-05 9.414212452654540080e-05 4.668907239471102371e-04 1.198804985579070426e+01 2.118435359268590545e+01 1.393385986873133788e+02 8.571370924848419992e-05 5.280120189078648968e-05 5.990091414241115273e-04 7.899037029763092050e+02 6.631540928493207048e+02 5.774964576288168701e+02
1.032768864650919198e+02 1.955069322259362821e+02 3.701525536499352711e+02 8.059317469511929205e-03 4.212518652646486499e-03 1.429387831789204026e-02 4.739295565033258129e+01 1.245799213344383638e+01 1.305290144051623429e+02 2.706976089597268559e-04 9.598277188502785757e-04 2.674099838624992894e-03 9.528547929347137568e+00 7.959337567129602498e+00 4.594415336870943634e+01 7.482697426929572383e-05 9.414079197393150709e-05 4.668845834061149057e-04 1.198805084780708619e+01 2.118435510888175344e+01 1.393386106221576597e+02 8.571378151154293665e-05 5.280124049995128479e-05 5.990091192797531317e-04 7.824568744020554050e+02 6.665392015588344066e+02 5.783134063568077181e+02
1.033077937557483068e+02 1.955800058524027918e+02 3.686659966756554923e+02 8.062099369721976647e-03 4.214828913235194388e-03 1.457343013753793076e-02 4.739781612535414723e+01 1.245853261251108179e+01 1.305343339657684112e+02 2.707274092431022545e-04 9.599416140806175902e-04 2.674783019091612861e-03 9.528774162820907279e+00 7.959540680178582406e+00 4.594334013572409248e+01 7.482904216819655837e-05 9.414324225789273844e-05 4.669247606647562439e-04 1.198805022593852065e+01 2.118435400736989038e+01 1.393386077668739631e+02 8.571373558353872547e-05 5.280122062552578129e-05 5.990093738328047292e-04 7.873705917890305273e+02 6.706394950395093701e+02 5.878931898918398247e+02
1.032203340801691809e+02 1.954290749439564365e+02 3.657765658270389508e+02 8.055771350928624466e-03 4.211083082146035647e-03 1.439998958131609788e-02 4.737780353241616638e+01 1.245386814929062602e+01 1.305144869071931737e+02 2.706064046535970927e-04 9.595503263776434307e-04 2.674077876428762861e-03 9.527928664636025502e+00 7.958975581366415142e+00 4.594149434721890657e+01 7.482188773410442808e-05 9.413471890299760099e-05 4.669009547242588165e-04 1.198804970619435295e+01 2.118435348811592789e+01 1.393385830870125801e+02 8.571370571325557153e-05 5.280120415916579461e-05 5.990092207395560390e-04 7.928900089176545407e+02 6.638662595364329491e+02 5.777094716059914390e+02
1.033997131547789223e+02 1.957868876840482244e+02 3.655515855876059845e+02 8.070388489808229954e-03 4.218768770652112782e-03 1.431320127315852293e-02 4.741721087055803707e+01 1.246109231703714038e+01 1.305203731821304132e+02 2.708504933380084085e-04 9.603499583889700628e-04 2.673564357985029442e-03 9.529536001804023826e+00 7.960226800176156914e+00 4.594084246810722760e+01 7.483655831406881844e-05 9.415224153437118729e-05 4.668937244236335648e-04 1.198804984121578876e+01 2.118435363899979862e+01 1.393385693828411434e+02 8.571372157320427472e-05 5.280121198892902669e-05 5.990091970742381783e-04 7.744281479883287602e+02 6.677222179066062608e+02 5.732026974739895877e+02
1.032070790644301894e+02 1.953777854701940555e+02 3.691363164598241724e+02 8.053912537147807013e-03 4.210036425397023496e-03 1.443130111320323726e-02 4.737690114756508564e+01 1.245488088085371992e+01 1.305331823782487106e+02 2.705951822018729403e-04 9.595159224548077204e-04 2.674334202224488890e-03 9.527813501888109826e+00 7.958804436763927903e+00 4.594339651745463016e+01 7.482050781424709246e-05 9.413317524957693673e-05 4.669061439289542634e-04 1.198805006384480798e+01 2.118435403687950469e+01 1.393386040132446055e+02 8.571372284227197070e-05 5.280120911793221075e-05 5.990092594740597078e-04 8.096048190959909334e+02 6.470870348077297649e+02 5.823817034003957360e+02
1.032462052009196327e+02 1.954590175609501728e+02 3.684522464991758284e+02 8.057219045396564125e-03 4.211765677218851436e-03 1.439574612116934806e-02 4.738353425950875675e+01 1.245568585383377425e+01 1.305248639691400285e+02 2.706427335958185606e-04 9.596495710950092009e-04 2.674306094236828836e-03 9.528213868900422767e+00 7.959120223815788542e+00 4.594322048737160458e+01 7.482412602013046156e-05 9.413737074645855453e-05 4.668987056887503699e-04 1.198804972320267836e+01 2.118435350738298695e+01 1.393386042201514385e+02 8.571370159129708681e-05 5.280120005293471950e-05 5.990092061930197545e-04 7.890934584636413547e+02 6.540639582079396632e+02 5.797919941471290031e+02
1.033342810404270296e+02 1.956255213320432063e+02 3.691857607415408324e+02 8.063969067280244568e-03 4.215389778532555205e-03 1.449889976020382436e-02 4.740364422791556365e+01 1.245962819798984533e+01 1.305309815684242380e+02 2.707645582496946246e-04 9.600547858629417857e-04 2.674668285694187762e-03 9.529032927009168930e+00 7.959714973968298857e+00 4.594373670313189706e+01 7.483119248687389519e-05 9.414566499154258588e-05 4.669128429944083194e-04 1.198804978073850336e+01 2.118435375950070920e+01 1.393386108514582986e+02 8.571370514202300290e-05 5.280120022795997664e-05 5.990092953768080385e-04 7.717891908470705857e+02 6.709407094046338216e+02 5.845278386739935286e+02
1.033621727763755587e+02 1.956934861649868083e+02 3.652251091847692237e+02 8.066739547265512275e-03 4.216579095155133586e-03 1.441470852400563579e-02 4.740440132386541450e+01 1.245819282426457697e+01 1.305078283175394631e+02 2.707749127053818059e-04 9.600950527511791866e-04 2.674203734024472277e-03 9.529277902583988435e+00 7.959966539508381622e+00 4.594141241659919217e+01 7.483365194173991191e-05 9.414843743119171284e-05 4.669005452523881808e-04 1.198804990130950188e+01 2.118435359787361705e+01 1.393385858067701975e+02 8.571371523149129911e-05 5.280120612582825710e-05 5.990092116987817249e-04 7.755610898778719502e+02 6.644937110206549278e+02 5.755791564583544186e+02
1.032620796546923714e+02 1.954746990020908868e+02 3.700569022531457222e+02 8.057999560081501728e-03 4.212025985761849202e-03 1.440171941863799786e-02 4.738778347020189585e+01 1.245704167751802238e+01 1.305336753168361668e+02 2.706645035308336152e-04 9.597296075951044234e-04 2.674385947103764382e-03 9.528399146667856812e+00 7.959211634914626465e+00 4.594410987221951359e+01 7.482554649954749565e-05 9.413906754901901883e-05 4.669001581273041299e-04 1.198805050535780836e+01 2.118435460522928793e+01 1.393386110887311702e+02 8.571375950366241976e-05 5.280123285819617008e-05 5.990092206181105421e-04 7.913670400484962784e+02 6.555262036703938975e+02 5.820686053359312382e+02
