1.039127598296170731e+02 1.966275513330271565e+02 3.801872319732700021e+02 8.106351292704599629e-03 4.237639993566742411e-03 1.486889268262302395e-02 4.752033415586788578e+01 1.248345934478147612e+01 1.305841631809837224e+02 2.714915438876063999e-04 9.623642262414886005e-04 2.676842582810968346e-03 9.534354556127009772e+00 7.963341990575334428e+00 4.595129455666459251e+01 7.487658528396753770e-05 9.419910101443722272e-05 4.669574987912748255e-04 1.198805064104486995e+01 2.118435569437482258e+01 1.393387051592107753e+02 8.571376736665255885e-05 5.280123879706226142e-05 5.990095844534103209e-04 1.023211633367371178e+03 9.535786137567863534e+02 7.526258165782696778e+02
1.039384733154649041e+02 1.966733088599001746e+02 3.803744876496917300e+02 8.108275643651101025e-03 4.238548983583272090e-03 1.485730909543417702e-02 4.752500020020322324e+01 1.248428256783761547e+01 1.305836095164331141e+02 2.715214190582696842e-04 9.624574894268672024e-04 2.676848976568512589e-03 9.534581186222482074e+00 7.963501208325857839e+00 4.595145831775705858e+01 7.487853663278197709e-05 9.420137211670173878e-05 4.669552714666243710e-04 1.198805008751740786e+01 2.118435494642783468e+01 1.393387060215409576e+02 8.571373158039505660e-05 5.280122093429981763e-05 5.990095639272492549e-04 1.020771871119079151e+03 9.564712514587685064e+02 7.512507497223874680e+02
1.038960255424665462e+02 1.966120247147709961e+02 3.786536784272309433e+02 8.105537036490705755e-03 4.237334657544723250e-03 1.485366144868696670e-02 4.751754993422224516e+01 1.248257891874045988e+01 1.305795903644728639e+02 2.714738194109118929e-04 9.623166308324863525e-04 2.676614317677092000e-03 9.534182813086992780e+00 7.963267988544830089e+00 4.595017799151791138e+01 7.487534577574117339e-05 9.419769302596092480e-05 4.669572027952778527e-04 1.198805022086107996e+01 2.118435471032277917e+01 1.393386905675102980e+02 8.571373576376154619e-05 5.280122244342945123e-05 5.990095858782785738e-04 1.021821281917180727e+03 9.603977644222885601e+02 7.504674135309772964e+02
1.038618387220929975e+02 1.965582208758107186e+02 3.770725697360277309e+02 8.103191049343714050e-03 4.236053785980190695e-03 1.482526135124753557e-02 4.751034448689259904e+01 1.248077240932160059e+01 1.305708473470098170e+02 2.714295737473079707e-04 9.621792658534054432e-04 2.676433302118462389e-03 9.533875412050409892e+00 7.963077893142030739e+00 4.594920808800394241e+01 7.487277209237356689e-05 9.419461676534958059e-05 4.669531880437218559e-04 1.198805040687447310e+01 2.118435489065479871e+01 1.393386794374472402e+02 8.571374816103274408e-05 5.280122577365115619e-05 5.990095541043748617e-04 1.029701137513707636e+03 9.475354155038257886e+02 7.454142828560045473e+02
1.039001510884983475e+02 1.966089019715554969e+02 3.796325255574612356e+02 8.105557176909290382e-03 4.237252666926731234e-03 1.484288530815568857e-02 4.751809438622558446e+01 1.248295794982252893e+01 1.305835146854311688e+02 2.714764475753763252e-04 9.623224620785156887e-04 2.676655007701758508e-03 9.534233872249382458e+00 7.963273624048402333e+00 4.595080028140551320e+01 7.487566678147321959e-05 9.419808244511491187e-05 4.669552846351225097e-04 1.198805024779881023e+01 2.118435484871456609e+01 1.393386983580751917e+02 8.571373546350483270e-05 5.280121954482827200e-05 5.990095682223545420e-04 1.025277252134095988e+03 9.512578250888781213e+02 7.490652547275775532e+02
1.039437673965020252e+02 1.966824264821066208e+02 3.803979311192862269e+02 8.108672299103300216e-03 4.238703927653536367e-03 1.484261185579316238e-02 4.752591538877810251e+01 1.248441377535928076e+01 1.305824234145683533e+02 2.715277350341206773e-04 9.624751676085732503e-04 2.676826798515346932e-03 9.534630379169906078e+00 7.963535987202397415e+00 4.595150303639044864e+01 7.487896131412588780e-05 9.420186188819773554e-05 4.669527526776644146e-04 1.198805029284990376e+01 2.118435504043346995e+01 1.393387067782736892e+02 8.571374032170327097e-05 5.280122066715179925e-05 5.990095498844663678e-04 1.015991349317968115e+03 9.596224417245871336e+02 7.504820589056665767e+02
1.039256851031336879e+02 1.966467666511381083e+02 3.807603960519837187e+02 8.107206315116445572e-03 4.238068081416771979e-03 1.487540006877635483e-02 4.752287353122048330e+01 1.248408432590941075e+01 1.305869422974661234e+02 2.715069938217842252e-04 9.624128803015433034e-04 2.676905136380449725e-03 9.534475565370767569e+00 7.963414747428343432e+00 4.595165708506814184e+01 7.487758154507608704e-05 9.420028048908802350e-05 4.669583249507076286e-04 1.198805064345330607e+01 2.118435543820588407e+01 1.393387085918469381e+02 8.571376451581478825e-05 5.280123594583870458e-05 5.990095883325054996e-04 1.022152028770099946e+03 9.504174964204609068e+02 7.524919058657785627e+02
1.038655592041223912e+02 1.965690106386299192e+02 3.768910357358719239e+02 8.103618284536788161e-03 4.236408416802978950e-03 1.483369234328561596e-02 4.751129855199962293e+01 1.248097599945994673e+01 1.305734511472689690e+02 2.714345697263120566e-04 9.622008177114406294e-04 2.676362006466972195e-03 9.533888930422836694e+00 7.963101753076275102e+00 4.594894853961652359e+01 7.487301193385952622e-05 9.419497427124934254e-05 4.669559834852196048e-04 1.198805008332837119e+01 2.118435463088103532e+01 1.393386765133228948e+02 8.571372968906916133e-05 5.280121857027084858e-05 5.990095795139356019e-04 1.027219593725517825e+03 9.631881016780546361e+02 7.478834329133720757e+02
1.038779934066617301e+02 1.965963533764938802e+02 3.761076660011755735e+02 8.104663009046591399e-03 4.236862793802539419e-03 1.484326258704146868e-02 4.751291938773267276e+01 1.248085673038386645e+01 1.305652919664722162e+02 2.714476792404245040e-04 9.622365681349345995e-04 2.676464267475892923e-03 9.534005158444603723e+00 7.963196684537336090e+00 4.594870613416291860e+01 7.487397635268519612e-05 9.419597750496076620e-05 4.669550726290369711e-04 1.198805033760170424e+01 2.118435448069032745e+01 1.393386760194158001e+02 8.571374116285026081e-05 5.280122374044155697e-05 5.990095624310376801e-04 1.018893002647182925e+03 9.599806107219696969e+02 7.448849311848625803e+02
1.038707011931012403e+02 1.965718192910628090e+02 3.773559981378404018e+02 8.103840167391108962e-03 4.236435615227512365e-03 1.481882782859262129e-02 4.751177030632621978e+01 1.248112541422801591e+01 1.305733736997765391e+02 2.714381113151281073e-04 9.622072718236179475e-04 2.676394005084624904e-03 9.533952750006292831e+00 7.963129732113767290e+00 4.594931104459904248e+01 7.487348008067635705e-05 9.419551378848514754e-05 4.669529045188331221e-04 1.198804948670092863e+01 2.118435384501323071e+01 1.393386810872698902e+02 8.571368904666125160e-05 5.280119879601018949e-05 5.990095606569333792e-04 1.017474486925337033e+03 9.740688186515973257e+02 7.484420392636876613e+02
